Cancer,ENSG00000120913,ENSG00000204305,ENSG00000135604,ENSG00000197465,ENSG00000213853,ENSG00000070778,ENSG00000102683,ENSG00000205213,ENSG00000022267,ENSG00000112782,ENSG00000114854,ENSG00000140600,ENSG00000163815,ENSG00000183010,ENSG00000234281,ENSG00000147526,ENSG00000147689,ENSG00000204949,ENSG00000187134,ENSG00000197415,ENSG00000272620,ENSG00000077522,ENSG00000177098,ENSG00000266524,ENSG00000102104,ENSG00000134548,ENSG00000180440,ENSG00000034971,ENSG00000140505,ENSG00000024422,ENSG00000066405,ENSG00000072163,ENSG00000072657,ENSG00000079308,ENSG00000087589,ENSG00000088926,ENSG00000095370,ENSG00000095713,ENSG00000096088,ENSG00000101331,ENSG00000101407,ENSG00000103241,ENSG00000104967,ENSG00000105538,ENSG00000105971,ENSG00000105974,ENSG00000114790,ENSG00000115368,ENSG00000117245,ENSG00000118526,ENSG00000119457,ENSG00000122694,ENSG00000125810,ENSG00000126602,ENSG00000128050,ENSG00000131055,ENSG00000131471,ENSG00000131831,ENSG00000132622,ENSG00000134917,ENSG00000135052,ENSG00000135063,ENSG00000138670,ENSG00000138772,ENSG00000141161,ENSG00000143590,ENSG00000144381,ENSG00000149403,ENSG00000149557,ENSG00000154188,ENSG00000154342,ENSG00000154783,ENSG00000155660,ENSG00000157554,ENSG00000157654,ENSG00000159708,ENSG00000164188,ENSG00000165197,ENSG00000166965,ENSG00000167641,ENSG00000168309,ENSG00000168481,ENSG00000168484,ENSG00000168497,ENSG00000168539,ENSG00000168907,ENSG00000169744,ENSG00000175899,ENSG00000178726,ENSG00000179776,ENSG00000183087,ENSG00000186198,ENSG00000186994,ENSG00000189129,ENSG00000197256,ENSG00000197471,ENSG00000198844,ENSG00000198873,ENSG00000206384,ENSG00000214491,ENSG00000224215,ENSG00000227307,ENSG00000228288,ENSG00000228401,ENSG00000229619,ENSG00000237167,ENSG00000237413,ENSG00000246430,ENSG00000248551,ENSG00000258947,ENSG00000261671,ENSG00000263155,ENSG00000268388,ENSG00000271447,ENSG00000277494,ENSG00000281852,ENSG00000111339,ENSG00000112214,ENSG00000115361,ENSG00000116016,ENSG00000116667,ENSG00000131097,ENSG00000134020,ENSG00000134115,ENSG00000136546,ENSG00000137135,ENSG00000148488,ENSG00000154764,ENSG00000156052,ENSG00000158246,ENSG00000163501,ENSG00000163788,ENSG00000164879,ENSG00000168743,ENSG00000171101,ENSG00000171885,ENSG00000176435,ENSG00000183607,ENSG00000183807,ENSG00000189292,ENSG00000196549,ENSG00000244280,ENSG00000254447,ENSG00000276668,ENSG00000278259,ENSG00000287115,ENSG00000065534,ENSG00000101335,ENSG00000114654,ENSG00000125414,ENSG00000166482,ENSG00000105929,ENSG00000147614,ENSG00000170561,ENSG00000180251,ENSG00000214128,ENSG00000124157,ENSG00000161992,ENSG00000168619,ENSG00000223783,ENSG00000228055,ENSG00000250529,ENSG00000254789,ENSG00000257191,ENSG00000248517,ENSG00000261250,ENSG00000014257,ENSG00000074803,ENSG00000082684,ENSG00000104332,ENSG00000113889,ENSG00000115616,ENSG00000117595,ENSG00000130829,ENSG00000147606,ENSG00000151090,ENSG00000151418,ENSG00000151704,ENSG00000151715,ENSG00000151834,ENSG00000164007,ENSG00000165125,ENSG00000167580,ENSG00000168269,ENSG00000169344,ENSG00000169550,ENSG00000171004,ENSG00000177807,ENSG00000179399,ENSG00000184012,ENSG00000185133,ENSG00000187889,ENSG00000197565,ENSG00000227338,ENSG00000235280,ENSG00000249601,ENSG00000258402,ENSG00000273335,ENSG00000275612,ENSG00000132677,ENSG00000183378,ENSG00000164616,ENSG00000166405,ENSG00000277883,ENSG00000286684,ENSG00000285640,ENSG00000257634,ENSG00000134574,ENSG00000163399,ENSG00000008196,ENSG00000011376,ENSG00000061656,ENSG00000086159,ENSG00000119715,ENSG00000126878,ENSG00000170231,ENSG00000183844,ENSG00000188488,ENSG00000196767,ENSG00000198780,ENSG00000226887,ENSG00000233154,ENSG00000257588,ENSG00000277268,ENSG00000277639,ENSG00000129521,ENSG00000188175,ENSG00000107159,ENSG00000173253,ENSG00000281769,ENSG00000162399,ENSG00000267259,ENSG00000268416,ENSG00000156284,ENSG00000142973,ENSG00000175806,ENSG00000152642,ENSG00000025423,ENSG00000102547,ENSG00000111206,ENSG00000198478,ENSG00000037965,ENSG00000150672,ENSG00000183347,ENSG00000238125,ENSG00000273706,ENSG00000176092,ENSG00000178222,ENSG00000288047,ENSG00000135476,ENSG00000250874,ENSG00000163121,ENSG00000130309,ENSG00000099953,ENSG00000181092,ENSG00000196616,ENSG00000128713,ENSG00000244128,ENSG00000281386,ENSG00000114812,ENSG00000130812,ENSG00000143369,ENSG00000163217,ENSG00000130300,ENSG00000160801,ENSG00000263761,ENSG00000157502,ENSG00000224960,ENSG00000251199,ENSG00000253642,ENSG00000253898,ENSG00000281327,ENSG00000043355,ENSG00000117594,ENSG00000169862,ENSG00000189369,ENSG00000261761,ENSG00000285711,ENSG00000016402,ENSG00000140835,ENSG00000243620,ENSG00000100321,ENSG00000104938,ENSG00000146374,ENSG00000164619,ENSG00000184374,ENSG00000128710,ENSG00000129009,ENSG00000171954,ENSG00000145824,ENSG00000187730,ENSG00000170509,ENSG00000243694,ID,Stage
LUAD,1.90778,6.70107,2.45241,0.35918,6.10102,2.74633,0.71422,6.09947,3.70156,4.60916,3.90415,0.34471,3.59882,6.46592,0.91441,3.5282,5.99614,3.53787,1.43419,2.52175,5.18618,0.37796,2.06819,1.38438,0.2433,0.05547,0.28653,0.37473,0.07629,7.24421,4.54763,2.31327,0.35862,5.52876,1.65992,0.31197,3.45335,1.86809,4.37315,1.12347,6.05274,2.40686,1.1527,2.45775,5.26415,5.98524,4.10359,4.9785,1.15776,1.63096,1.83899,5.56304,5.08158,5.77084,6.27471,4.26544,4.19418,2.31646,2.33802,1.29408,7.92903,2.97449,3.46603,4.2869,0.08393,4.42925,7.25005,0.23217,1.176,1.60288,0.6663,3.03453,8.37673,3.50818,3.4639,1.35225,0.48016,2.24452,3.25397,2.9934,1.95557,1.05797,8.31136,5.05922,0.12075,1.97041,2.94439,8.00517,4.75673,4.3055,4.26538,1.71004,1.69666,3.17095,4.57313,3.92326,2.73092,2.60274,1.40376,2.77336,0.327,0.08434,3.88444,0.73673,1.10514,0.34699,0.26999,0.71361,0,1.07128,0.2,1.44631,1.77581,5.636,2.84467,0.07752,0.50772,1.91207,0.84221,7.00421,2.93911,3.05078,3.03988,0.27023,1.59856,2.33565,0.8377,0.24841,5.51041,2.23738,0.40185,3.52349,0.67573,3.36485,0.90373,6.60265,4.96258,2.20154,2.8722,0.543,2.00759,0.4137,0.22256,0,4.56477,0.95754,2.7224,7.36253,3.76535,0.01278,5.02818,0.879,2.12991,6.87282,0.01792,0.59149,0,0,0,0.3794,0,0,0,0,0,0,1.99364,0.05631,1.47431,0.37818,0.03506,0.03928,5.69638,2.91764,0.38769,2.09214,0,0.11849,4.1231,0.00963,0.04474,1.78651,0.05589,0.10205,0,3.08151,5.81075,0.60141,0.31162,6.48703,2.65379,2.13123,0.17428,0.11995,2.31728,0,0,0.1333,0.17389,1.86076,0.18371,0,0.55041,2.24802,0,0,0,5.16416,7.61368,0,2.69042,5.30427,0.22144,0.04082,4.4025,6.0056,2.85583,0.14522,0,0.37529,1.08977,0.09018,0.36547,0.17057,3.84975,4.09814,0.24245,1.53859,0.92022,0,0.08148,0.59053,0.44467,1.75975,5.9516,3.07331,5.83427,6.47886,2.37846,4.02514,4.29988,0.03351,0.90504,0.7777,0,0.32654,0.70071,4.96539,0.07094,3.09435,0,0.88096,6.36092,4.11691,0,3.01427,0,0,0,2.67658,0.91411,8.54059,0,6.6063,1.09869,0,1.88397,0,0.00949,0,0,0.26628,2.04904,3.93856,0.46718,4.03807,0,0.09234,0.95271,1.7058,0,2.72236,0.06046,0.98856,0.2444,0.65755,0,5.21265,0.23119,5.30659,0.81541,1.03569,0,TCGA-05-4244_Stage_IV,StageIV
LUAD,2.919,6.5355,2.46897,1.26933,6.29585,2.89187,0.54775,4.41128,3.7894,3.04459,3.02602,0.09397,4.41994,6.66932,0.34676,5.88047,6.92181,3.02187,1.43584,1.83944,5.22633,0.30276,2.31298,1.69684,0.04348,0.08746,0.17364,0.0756,0,6.38394,4.40869,2.82432,0.14561,6.3965,3.03642,0.15497,3.8574,4.20551,4.73398,1.52281,5.05186,2.66086,1.08563,2.42186,3.99947,5.36647,3.08549,4.87331,1.40414,1.96099,1.99494,5.83168,5.59336,5.67117,5.54151,4.60636,5.14076,3.56825,2.62494,2.07957,9.26503,3.71713,3.09604,5.03295,0.25023,2.67541,6.86458,0.55552,1.73366,2.62181,0.33868,3.25549,8.41155,2.96403,3.56166,1.30188,0.65956,2.78287,2.71381,3.17779,1.94152,0.90026,7.27528,4.42657,0.12048,1.53695,3.13156,9.5011,4.05175,4.71862,5.4637,2.0009,1.5853,3.53522,5.82206,4.60113,2.67875,3.21193,1.93772,4.39669,0.17236,0.37873,4.41667,0.66175,0.47726,0.23989,0.26951,0.47145,0,1.43968,0.10326,1.12221,1.33954,2.83617,2.43031,0.22058,0.61259,2.10044,0.5691,7.76084,5.94072,3.23894,4.47562,0.29419,2.76177,0.74906,1.54394,0.32193,6.62229,2.54819,0.45027,3.94829,1.30206,4.04283,2.95966,4.4347,5.54689,1.60777,3.55499,0.6769,0.81771,2.37206,0.1153,0,3.43117,0.70204,3.3382,6.99168,1.98576,0.05047,6.89816,0.74218,1.56769,4.88758,0.01778,0.41078,0,0.03591,0.0212,0.16363,0,0,0.08828,0.10983,0,0.0246,2.27787,0.01264,0.26231,1.01207,0.05228,0.43125,6.12905,1.34119,0.71589,1.00475,0,0.1662,6.8053,0.0049,0,0.86624,1.896,0.06874,0,1.75176,6.5746,0.51157,1.45012,7.43353,2.94985,0.68625,0.18941,0,3.5528,0,0.14913,0.13304,0,0.82342,0.11277,0,0.59245,0.84238,0.08311,0,0,4.13404,7.50136,0,2.95325,3.23507,2.43419,0.40556,5.36595,2.74941,5.31778,0.18384,0,0.43733,1.52221,0.17479,4.79509,0,3.78271,4.81282,0.75266,3.6043,0.51541,0,0.01664,0.52777,0.76001,1.59927,4.48119,3.80862,6.67384,5.65228,3.15413,2.38841,6.11565,1.73079,0.9651,0.149,0,0,0.60151,2.55753,0.8109,1.54819,0,0.8067,6.60219,4.86053,0.01764,3.95118,0,0,0.14718,2.22432,0.89274,7.19035,0.0135,6.34042,1.6396,0,0.16002,0,0,0.0588,0,0.07121,0.96088,4.22013,1.26418,5.03513,0,0,1.43285,0.5724,0,2.40141,0.04054,0.65178,3.02682,0.78266,0,6.50447,0.47529,6.39369,0.52677,1.45354,0,TCGA-05-4249_Stage_I,StageI
LUAD,2.7428,4.81897,2.91982,0.59426,6.34857,2.83054,0.47737,5.42381,3.4058,3.46836,2.56837,0.28653,2.96508,6.93559,0.38615,4.34024,7.14394,3.76925,1.55523,1.59641,5.61299,0.24793,0.9225,1.02878,0.06488,1.5512,0.052,0.07587,0,7.45447,4.16356,2.66252,0.19371,4.4939,1.77007,0.20977,3.36237,3.28542,5.51535,1.06585,5.73499,2.63208,1.22466,2.85164,5.98936,7.03903,3.82375,5.31933,1.33674,1.34761,1.30784,5.23886,5.4651,5.4864,6.90728,4.4695,5.18249,3.08379,2.85248,0.8883,8.05924,1.11123,3.36439,7.25891,0.13763,2.37317,8.21016,0.11583,1.90889,2.00791,0.38239,2.94914,9.08015,2.59751,4.75551,0.29431,0.4567,1.35654,3.30891,5.68068,2.85344,0.93176,7.75087,4.71855,0.07382,1.75078,2.54974,8.85934,5.86159,4.45668,4.67249,1.86588,1.67726,2.3958,5.07953,3.45454,2.50927,3.25403,0.93078,2.78268,0.08909,0,2.82104,0.41554,0.56891,0,0.12644,0.88245,0.08787,1.67532,0.6054,1.74962,0.85567,3.79139,1.76226,0.16916,0.29584,2.0685,1.08011,6.82608,2.24199,2.77949,3.8618,0.19472,2.40062,1.97063,0.77239,3.4744,4.82278,2.46195,0.3514,3.89147,1.75241,5.06752,0.43189,3.8996,4.98631,2.80457,3.01872,0.70452,2.72244,0.26267,0,0,4.87467,0.70416,5.06679,8.6021,1.77892,0.01278,5.61453,0.07738,1.29272,1.78295,0,0.0827,0,0,0,1.71822,0,0,0,0.11023,0,0,2.27432,0.00633,0.52647,1.07368,0,0.09004,6.26589,0.19371,0.01307,2.01685,0,0,6.78121,0.00963,0.04488,0.09329,0,0,0,0.80298,5.17116,0.1375,0.23524,5.1187,1.91881,0.15069,0.07738,0.23106,2.29613,0,0,0.2558,0,0.52276,0,0,0.22639,1.10185,0,0,0,4.5924,6.81938,0.03942,3.24688,5.15636,0.01593,0.05422,2.6402,3.41469,4.31043,6.21393,0,1.94875,3.11656,0,0,2.58487,3.29685,6.23938,0.18587,5.47607,0.17338,0.15445,0.01664,0.79817,0.35592,0.57434,4.45982,2.86606,5.80757,3.05391,2.90375,4.84392,5.23448,0.24866,0.7311,3.05365,0.03998,3.50363,2.85927,3.76726,0.07108,3.34395,0,0.75164,6.8854,7.00068,0,2.82792,0,1.06509,0.40436,2.34469,0.24172,4.95928,0,7.09813,2.29299,0,0.0914,0,0,0,0.05297,0.09451,2.02066,4.95579,0.04446,4.99605,0,0,1.34369,2.88733,0,1.04019,0.04068,1.6787,0.19194,0.215,0,6.34954,0.56433,6.81321,0.61814,0.33685,0.16684,TCGA-05-4250_Stage_III,StageIII
LUAD,3.02104,3.55659,2.95166,0.88112,7.10945,3.33468,1.40534,4.71194,3.92123,2.03503,6.10981,0,1.31788,6.13699,0.20188,4.36465,4.40522,1.29895,1.00482,3.09444,1.16066,0.34891,1.73392,0.926,0.02418,0.18129,0,0.08338,2.74724,7.20366,0.26556,3.14713,0.16993,6.74343,2.41665,0.01121,3.58573,2.21319,0.10742,1.30375,4.66499,2.91667,1.16594,2.73246,4.5342,5.53366,2.25441,4.49215,1.288,1.27519,0.70903,5.4713,5.65061,4.68044,4.79577,3.01116,5.86953,3.76946,2.72522,0.99262,8.41165,1.64275,2.86463,5.5582,0.09977,3.90093,7.13985,0.13264,2.21129,2.54421,0.33468,3.52409,9.54587,2.92024,4.02064,0.2472,2.14646,0.51561,2.99239,4.55064,1.12948,0.0588,0.4879,3.56801,0,0.61655,2.63814,8.88919,4.69095,4.24763,6.18142,1.78161,1.91728,3.38364,5.27235,2.63045,2.69354,2.98808,1.07984,1.40158,0.14431,0,4.7002,0.29831,0.73249,0.88729,0.03591,0.85439,0.14235,1.14718,0.53715,1.18688,0.77737,2.84382,1.74704,0.2512,0.39638,1.20433,0.34164,6.17596,2.5085,2.16366,0.48378,0.11036,2.18148,1.63705,0.07478,3.04991,5.01716,3.36639,0.10554,3.52988,0.51157,3.82516,1.53297,0.05949,3.94664,0.26123,2.83887,0.21101,3.37683,1.68554,0.24367,0.10205,3.3798,1.38758,4.87028,8.59695,1.78392,0.08936,6.25537,4.40524,2.72897,1.92539,0.14143,0.168,0,0.0397,0.63031,2.29725,0,0,0,0.38504,0,0.02715,2.54945,0,2.04226,0.3003,0.05769,0.91587,5.07676,4.14021,0.23879,1.24793,0,0.19118,7.13201,0,0.0125,0.05214,0,0.05714,0,5.4828,4.83152,1.38211,1.19793,4.06782,1.50381,0.0383,0.02885,0.03407,2.14656,0.07601,0,0.21437,0.19068,0.67057,0.18244,0.20602,0.32907,0.41468,1.2294,0,0,3.70685,6.307,0.00734,2.74782,5.77528,0.16607,0.05963,3.29334,0.7324,4.69334,1.04803,0.01178,0.64136,1.00252,0.12287,0.93689,0.0125,0.98426,5.83211,0.36759,3.67931,1.20214,0.93554,0.01835,1.41884,2.6955,1.44361,1.78509,2.63803,5.08918,3.79024,3.1535,4.29597,4.57074,0.85008,1.42911,0.19774,0.06543,0.0092,3.99733,3.68401,0,2.4761,1.26285,2.34051,6.67007,7.46729,0.01949,1.08896,0.18028,0.47923,1.04872,1.20483,0.80405,6.47662,0.00748,7.385,1.92577,0,1.03182,0.33285,0.09099,0,0.08638,1.42573,0.04054,5.05217,0.10769,2.38582,0.75378,1.98324,0.64367,0.43797,0,2.11343,0.04474,2.70275,0.52857,0.12234,2.19267,7.12699,0.1477,5.3654,1.92937,0.30673,0.03605,TCGA-05-4382_Stage_I,StageI
LUAD,2.82422,8.18916,3.37093,1.72037,7.23427,4.06922,1.54918,4.70942,5.51285,4.01813,5.09026,0.57454,5.13224,5.12508,2.24799,5.32152,6.18605,2.20192,10.06083,2.43074,1.89856,0.62564,2.81519,5.01532,0.69733,0.33056,0.96754,0.87499,0.04963,7.06717,6.92704,3.6227,0.83754,6.8106,3.45892,1.82908,4.85972,6.35753,10.53814,2.21073,4.97545,4.20298,2.20016,3.74776,6.26076,8.28956,3.89166,4.76901,1.88714,3.6169,4.21527,5.34079,6.54823,5.11811,5.2977,5.86332,6.46155,4.40907,3.73198,3.65238,6.80498,2.57536,3.19598,4.93853,0.53027,4.53079,6.6506,0.67951,2.13731,3.42901,1.14274,3.92908,8.29583,4.02717,4.28551,3.23377,1.42449,5.38918,3.24758,4.66326,3.47781,4.30048,11.39903,6.12828,0.82879,3.90509,4.15447,10.3962,6.15222,6.14331,5.84702,2.81834,3.29561,3.67396,5.96204,3.59851,4.46041,4.0644,2.50942,4.50435,1.30772,0.66129,4.44798,1.33914,0.96066,0.76621,1.60098,1.42911,0.44742,2.22925,0.51723,2.23726,3.3275,4.0717,5.05387,0.27894,1.01764,3.88432,2.79921,8.73654,3.45182,4.6306,6.96259,1.21064,3.582,1.50192,2.36345,1.07991,6.03508,2.48653,0.94957,4.34177,1.74765,7.03432,1.4498,6.52616,6.50502,6.47514,5.08964,2.16321,2.77412,2.47485,0.89515,0.32987,3.03067,0.85551,4.12074,7.22513,3.90357,0.16427,8.21685,2.09461,3.03559,4.17804,0.06791,1.01821,0,0,0.04082,1.26045,0,0,0,0.3856,0.31127,0,3.51792,0,0.23915,1.07881,0.19283,1.2649,5.99778,0.05603,0.02503,2.65988,0,0.33365,5.72849,0.08188,0,0.17505,0.07163,0,0,6.06176,6.27451,0.29643,2.49298,5.49217,1.62859,1.50614,0.31973,0.1161,3.7021,0.06681,0,0.4587,0.58024,0.6332,0.87971,0.04026,1.72653,0.38648,0.15704,0.06846,0,4.77549,7.79819,0.02545,3.11653,3.9567,0.03055,0.12763,3.27384,1.20821,3.59206,0.55366,0,0.63997,1.5539,0.24744,0.76282,0,1.9128,3.1408,0.33948,0.69055,0.63645,0.10125,0.10929,1.6219,0.76384,6.11611,6.93153,4.1712,7.52096,5.26708,3.54477,2.6311,6.82305,0.18409,0.76197,2.48241,0,0,2.7464,4.12391,0.75001,1.04376,0.10501,0.17875,5.81743,3.83922,0,4.92791,0.07286,0,1.88967,4.18586,0.53864,7.52807,0.02602,7.03485,2.81344,0,3.21461,0,0,0,0,0.04642,0,3.60534,0.32941,3.60408,0,0,4.56259,0.28024,0,1.80608,0.28759,1.28582,1.79527,1.18352,0.17913,5.3562,0.46247,3.63041,1.9847,3.12955,0,TCGA-05-4384_Stage_III,StageIII
LUAD,2.09075,3.58021,2.72875,0.53933,5.35577,1.45397,0.65141,2.74463,2.47082,2.75711,3.46661,2.01817,3.19506,8.40932,0.54082,3.97891,5.50194,1.34449,10.26412,2.58811,4.31865,0.5691,1.46597,0.24951,0.05783,1.0432,0,0.33822,0.02304,5.91777,2.37576,1.79081,0.215,4.92601,2.0004,0.17185,3.25396,4.95087,8.32379,1.06281,5.18078,1.72129,0.58053,2.36899,4.2591,5.42609,3.76949,4.97243,1.36899,0.45512,2.2043,5.47764,4.37882,4.77899,5.74011,3.70175,3.06578,2.69039,2.05158,0.75146,7.13346,1.86612,2.59872,5.26716,0.14639,5.75931,7.67702,0.09437,0.95435,0.79693,0.13908,2.91094,8.60021,1.88217,3.06162,1.54196,0.11477,0.72045,3.756,4.38596,1.11656,0.06323,4.22436,4.59603,0.16916,3.42252,2.25145,7.51647,4.05636,3.52756,4.54381,4.49859,1.07786,2.60758,3.81492,4.24474,1.76026,2.25459,2.07673,2.85659,0.07957,0,3.37432,0.6036,0.73396,0.71888,0.05755,0.25701,0,0.69252,0.09248,0.57173,0.53416,1.98068,0.53396,0.10259,0.18257,1.12671,0.60398,6.58122,3.52098,1.78002,1.09471,0.052,0.90088,2.48754,0.61306,0.20939,4.69126,2.49196,0.26831,3.09975,0.46153,2.8942,2.1127,3.3362,4.39786,1.97019,2.32648,0.23646,6.81747,0.04208,0.0697,0.16144,3.33837,0.35581,2.2924,7.05589,2.5835,0.02276,4.76084,4.94679,1.71646,5.09667,1.06171,4.8425,0,0,0,0.8076,0,0,0,1.18307,0,0,3.23383,0.00562,0.51924,2.37754,0.50304,2.70408,5.41702,0.46811,0.1753,1.44053,0.2005,0.0914,6.8912,1.00784,0.09788,0.03633,0,0.23168,0,1.94868,4.33538,2.5917,0.72997,4.78584,2.62681,2.06181,0.09869,0.05464,3.00491,0.06171,0,0.33193,0.15588,2.58215,0.0345,0.12618,0.11823,0.29455,0,0,0,4.02512,6.43443,0.04656,2.75091,3.19502,0.2356,0.04838,5.01698,2.74709,5.94889,0.38946,0,0.70682,2.47871,0.15691,0.43638,0.07847,1.20151,2.68623,1.1121,1.34489,0.99552,0,0,1.38659,0.09329,3.60994,3.12329,2.66667,5.09343,4.18549,6.08569,4.85583,5.98237,1.06164,0.4435,0.80265,0,0.26987,1.46425,0.15199,0,3.19845,0.98105,1.78743,6.00623,4.39797,0,1.39418,0,0.01421,0,1.58101,0.78107,6.33621,0.01207,6.58466,0.52185,0,2.03812,0.04572,0.02503,0.02659,0.13711,0.04278,0.10675,4.64384,1.53501,3.14419,0.03942,1.64182,3.29029,0.30696,0.01593,1.35524,0.01821,4.89194,0.04488,0.40991,0.57289,5.94895,1.53416,9.73331,0.85925,4.64537,0.03886,TCGA-05-4389_Stage_I,StageI
LUAD,1.89336,2.0686,1.61098,0.36894,5.5689,1.70031,0.0857,4.56051,2.25051,0.4384,1.99657,0.08134,6.00104,7.69177,0,3.60615,7.24773,3.46292,4.77812,0.16247,4.24436,0.15394,1.56076,1.35946,0,0.05714,0.17095,0.0653,0,6.80319,0.21101,2.37184,0.02276,4.90658,1.58506,0,2.70931,0.18549,10.27164,0.67825,5.8641,2.046,0.69225,3.02979,2.35617,4.00421,3.29603,4.47249,0.68769,0.53655,0.21188,4.68187,5.07658,5.38665,5.98382,3.36825,4.99654,2.51652,1.94965,0.22008,7.82772,2.06499,2.81578,4.52402,0,2.23603,7.79048,0.05533,1.25108,1.81975,0.04614,2.60971,10.39191,2.20973,3.74195,0.25592,0.13724,0.29054,3.126,3.86681,1.11942,0.03083,0.24306,2.77435,0,0.82114,2.21036,8.40909,3.95894,3.94625,4.48609,2.95466,1.52191,2.10504,4.25692,1.93591,1.93304,3.33555,0.45533,0.39638,0,0.14196,5.19377,0.19308,0.41327,0,0.05561,0.33388,0,1.26808,0.5956,0.49856,0.34392,0.76799,0.9637,0.13067,0.3122,1.49902,0,7.68823,3.76957,1.83649,0.19673,0.02531,1.27638,3.12635,0.11477,0,4.2067,2.31325,0.80653,3.61374,0,5.48771,0.37773,6.05175,4.08085,0.31892,1.53072,1.15523,3.00901,0,0,0,3.26816,0.62256,3.53265,7.52954,1.01878,0,5.23773,2.87951,1.08909,3.36759,0,0.02899,0,0,0.03633,1.29119,0,0,0.2838,0.49416,0,0,2.27104,0,0.83058,0.16813,0,0.02262,5.18505,0.64459,0.52236,1.87444,0,0.08828,6.49449,0,0.03858,0.04656,0.37217,0,0.45607,0,6.27355,0.22836,1.28457,5.13053,3.18995,4.48098,0.77754,0,3.44075,0,0,0.22206,0,1.19937,0,0,0.26628,0,0,0,0,3.70489,7.97446,1.80186,3.03242,5.74208,1.61908,0.09194,0.9953,0.92296,5.96469,0.95278,0,0.53983,1.7023,0.41414,4.85158,0,0.57686,6.56775,1.84579,6.03626,0.40991,0,0.02857,0.7554,0.77745,0,3.60818,3.23792,5.60882,3.38405,2.31707,4.70984,4.46425,1.47233,0.60341,0.0588,0,0,0.27751,3.15197,0,3.82779,0,0.16002,6.30068,5.30763,0.03027,0.32596,0,0,0.24489,2.12654,0.74028,4.77169,0,6.47737,1.34557,0,0.57899,0,0.01621,0,0,0.26688,0,3.17945,5.98081,2.8304,0.07505,0,2.11046,0.10595,0,1.20564,0,1.35259,2.16659,0.25447,0.43584,6.00261,0.05283,2.03907,0.88518,0.21921,0.07396,TCGA-05-4390_Stage_I,StageI
LUAD,1.179,1.46022,2.51364,0.12869,5.11954,1.7398,0.09828,6.3437,2.41159,0.42352,0.96517,0.03182,1.71466,7.63855,0.0941,2.40321,9.93615,6.65008,4.34703,0.61589,0.12327,0.0439,0.34699,0.65425,0,6.37064,0,0,0,6.61329,0.07094,0.9812,0.00877,3.5666,1.6859,0,2.55425,1.08257,0.37407,0.6959,4.83443,1.26604,0.62162,1.89064,6.02409,7.90416,0.91487,5.23768,1.80298,0.27965,0.06433,4.30212,4.44105,5.87548,6.07467,2.80581,3.45784,1.6325,2.10054,0.49283,8.75002,0.30953,1.90631,3.94748,0.01892,2.85689,8.33783,0.02148,1.02623,0.73777,0.07039,1.99751,8.97519,1.99088,4.12233,0.37673,0.13711,0.02446,4.00248,2.65547,0.78685,0.14796,0.1903,4.66474,0,1.22546,4.43605,6.64631,5.60958,3.53595,4.02056,0.68545,1.69657,2.20025,3.56561,2.03065,1.35879,1.89592,0.01107,0.40087,0,0,4.07285,0.49835,0.19623,0,0.02162,0.20877,0.05852,1.20845,0.06915,2.11483,0.21151,3.21051,1.04432,0.01307,0.25447,1.01278,0.28475,8.11652,2.23668,1.78622,0.18941,0.02913,0.37451,2.03161,0.15924,1.03605,4.46339,1.53764,0,3.45432,0.09194,2.05998,0.21946,0.68275,4.10372,0.09936,1.65168,0.179,2.46629,0,0.07738,0,3.99207,0.18688,1.94411,5.85867,1.25502,0.02531,4.00394,0.12552,0.37083,0.61268,0.0352,0.34767,0,0.0474,0,1.87263,0.02645,0,0,0,0,0,2.66047,0,0.6805,0.24135,0.03478,1.35918,5.35142,1.27542,0.13198,2.32887,0,0.06833,6.95708,0.00633,0.01493,0.32769,0.03717,0,0,2.21903,5.3509,0.19383,0.07464,1.94017,0.49743,0.02304,3.32562,0.11889,0.45249,0,0,0.08936,0,0.42567,0,0,0.03464,0,0,0,0,2.78743,7.48274,0.00877,2.44257,4.9748,0.03125,0,4.48423,2.59161,0.22206,2.36323,0,1.34613,3.53502,0,0.65196,0.01493,1.63096,7.40633,0.34699,6.78623,0.07396,0,0,0.71387,2.47674,0.23769,1.03464,2.58883,4.1453,1.4055,3.71677,5.79753,4.12181,0.02219,0.17645,0.47706,0,0.01092,2.92848,4.23507,0,3.17792,0,0.5065,7.36066,3.15772,0.01164,0.35817,0.16851,0.29113,0.19182,0.56755,0.31092,3.50862,0.02659,6.36484,0.51682,0,0.65021,0,0,0.01977,0,0,2.03076,3.82355,0.74425,0.97563,0,0,2.81473,1.9581,0,0.69198,0.11743,3.27681,0.63534,0.17262,0.25798,3.51889,0.17517,4.66654,1.45207,0.10943,0,TCGA-05-4395_Stage_III,StageIII
